PuzzleId,FEN,Moves,Rating,Themes
00FHO,"8/1pp5/p2p3p/3P1Pk1/P3K1P1/1P5R/8/2r5 w - - 1 39","e4f3 c1c3 f3g2 c3h3 g2h3 h6h5 g4h5 g5h5",2248,"crushing endgame rookEndgame veryLong"
0092V,"r2qk1nr/ppp3pp/2n5/1B1pp3/1b1P4/5Q1P/PP1B1PP1/RN2K2R b KQkq - 3 11","e5e4 b5c6 b7c6 f3h5 g7g6 h5e5",2252,"crushing exposedKing long opening"
00JtR,"1rbk3r/3qp1b1/p3p1Bp/1N1P2p1/8/P5P1/1P2Q1P1/R3K2R w KQ - 2 23","d5e6 d7b5 e2d2 d8c7 a1c1 c7b7 g6e4 b7a7",2255,"crushing defensiveMove middlegame veryLong"
00bhw,"8/2pR3p/1p1b3k/p2B2pP/P1P2rP1/5P2/4r3/5R1K b - - 0 31","f4d4 d5e4 d4e4 f3e4",2255,"crushing endgame short"
00U2C,"8/8/6RP/2p5/p1k1pP2/4P3/np1K4/8 w - - 0 48","g6b6 a2b4 b6b4 c4b4 d2c2 b4a3 h6h7 a3a2",2256,"crushing defensiveMove endgame master quietMove veryLong"
004Op,"2kr2r1/1bp4n/1pq1p2p/p1P5/1P3B2/P6P/5RP1/RB2Q1K1 w - - 3 26","e1f1 d8d1 f1d1 g8g2 g1f1 g2g1 f1e2 g1d1",2261,"crushing deflection kingsideAttack middlegame pin sacrifice skewer veryLong"
00eGy,"8/6k1/pp2p3/3pPpp1/PPpP1n2/2P3KP/2R5/8 w - - 2 39","h3h4 f4h5 g3f2 g5g4",2261,"advantage defensiveMove endgame master short"
00347,"8/2p5/8/2pPk2p/8/4K2P/6P1/8 w - - 1 42","e3d3 h5h4 d3c4 e5d6",2264,"crushing endgame pawnEndgame quietMove short"
00Gz6,"r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25","e7c5 a4f4 f7e6 f4e4 a8f8 g1g6",2264,"crushing endgame fork long pin"
00fxc,"4r2k/1pQ2p2/p4N1p/5P2/1P6/P1Pn1K2/4r3/6R1 w - - 1 36","c7f7 e8e3 f3g4 d3e5 g4h5 e2h2",2264,"endgame exposedKing fork long mate mateIn3"
00OR6,"2r4k/5Q1p/p7/1pq5/4p2N/2P3bP/PP4P1/4R2K b - - 0 34","g3e1 f7f6 h8g8 h4f5 c5f5 f6f5",2265,"advantage endgame long quietMove"
008EC,"6k1/4rpp1/p6p/7P/q1pP1R2/2Pb2Q1/P4RP1/6K1 w - - 9 31","f4f7 e7f7 g3b8 g8h7 f2f7 a4d1 g1f2 d1f1 f2g3 f1f7",2268,"advantage endgame skewer veryLong"
00KYC,"5rk1/p6p/2r1pBp1/4P3/2b5/3p4/P4PPP/1R2R1K1 w - - 0 27","b1b7 f8f6 e5f6 d3d2 e1d1 c4e2",2272,"advancedPawn clearance crushing endgame long master sacrifice"
00XBD,"8/2p5/3p4/ppk5/2P5/PP1PK3/8/8 w - - 0 39","e3e4 b5c4 d3c4 a5a4 b3b4 c5c4",2284,"crushing endgame long pawnEndgame"
00EJb,"6k1/5pp1/2R1p2p/8/P1B5/1P4P1/1q3Q1P/3r2K1 w - - 1 35","g1g2 d1d2 c6c8 g8h7 c4d3 f7f5 c8c2 d2f2",2288,"advantage endgame pin veryLong"
00E4Z,"1r4k1/p4p1p/6p1/3rb3/K7/2PpB3/1P1R1PPP/7R w - - 1 25","h1d1 d5d6 b2b4 e5c3 e3c5 d6a6",2290,"advantage endgame long master masterVsMaster quietMove"
00SlL,"r5k1/2p1qp1p/2b1p1pQ/pp5P/3P2P1/3P1r2/PP2N3/2KR3R b - - 0 23","f3d3 d1d3 c6h1 h5g6 f7g6 h6h1",2297,"advantage discoveredAttack long middlegame"
00Ytk,"2k5/pp2PR2/2p4p/2Pp4/3Nb3/2K1P2r/PP6/8 b - - 0 33","h3e3 c3d2 e3d3 d2e2 c8d7 d4e6",2297,"crushing defensiveMove endgame long"
00Wfh,"r2q2k1/1p2b1p1/p1np1r1p/2BR4/4p3/7P/PP1Q1PPN/3R2K1 b - - 1 19","d8a5 d2a5 c6a5 c5d4",2298,"advantage master middlegame short"
005qG,"8/8/1p1k1p1p/3npp2/2B5/PP1K1PP1/7P/8 b - - 0 36","f5f4 c4d5 f4g3 h2g3 d6d5 g3g4",2310,"crushing defensiveMove endgame long"
00LXD,"8/p7/1p2k1pp/5p2/3P1P2/4K3/PP5P/8 w - - 2 37","a2a4 g6g5 f4g5 h6g5",2318,"advantage endgame master pawnEndgame short"
00VlM,"1k6/1p2rp1p/1p4b1/1N1B4/2P2p2/3p3P/P2Rr3/2K2R2 w - - 4 34","f1f4 e2e1 c1b2 e7e2 b2c3 e1c1 c3d4 e2d2",2318,"advantage clearance deflection exposedKing middlegame veryLong"
00YHj,"5k2/1p6/8/4p2B/1R2Pp1p/3r1KpP/8/8 w - - 1 50","f3e2 d3e3 e2f1 f4f3 h5f3 e3f3",2318,"crushing endgame long"
0072T,"3q1nk1/1bN2rpp/pp1P4/1N6/4n2b/8/PPP2PPP/R1BQ1RK1 w - - 1 16","b5d4 h4f2 f1f2 e4f2",2320,"advantage kingsideAttack master middlegame short"
00OKo,"r3r1k1/pbq5/1p2pp1p/2p1N3/2PP2Q1/1P1B4/P5PP/R5K1 b - - 1 24","g8f8 a1f1 c7g7 f1f6 g7f6 e5d7",2331,"advantage exposedKing long middlegame pin sacrifice"
00Nhl,"5r1r/pR5p/k1ppb1n1/4p1Q1/N3P3/1P1P4/P1P3PP/6K1 w - - 1 23","b7h7 g6f4 g5f4 e5f4 h7h8 f8h8",2332,"advantage long middlegame"
00PIO,"2k1r2r/1p2P3/p1b1p3/3p1npp/5q2/1N3N1Q/PP3PPP/2R2RK1 w - - 1 22","f3d4 f5d4 b3d4 f4d4 h3e6 c8c7",2332,"crushing long middlegame"
00ZK8,"r1bq1b1r/pp3kpp/3p1n2/3Q4/2n1P3/5N2/PP3PPP/RNB1K2R b KQ - 1 10","c8e6 f3g5 f7g6 d5e6",2332,"advantage deflection opening short"
00gEe,"8/pp4bk/2q2npp/2P1Bp2/5P1P/1Q2p1P1/P3Pn2/3R1RK1 w - - 1 30","b3e3 f2h3 g1h2 f6g4 h2h3 g4e3",2334,"crushing exposedKing fork long master middlegame"
00KVF,"4r1k1/p4ppp/bqp2n2/2Qp4/3P4/8/PP3PPP/RNB1N1K1 w - - 1 16","c5c3 b6b5 e1d3 b5d3",2335,"crushing middlegame short"
00M7w,"r1b1k2r/ppp2ppp/2n5/2bBp3/2Pq4/3P1QP1/P2B1P1P/1R2K1NR b Kkq - 2 12","f7f6 g1e2 d4f2 f3f2 c5f2 e1f2",2341,"crushing long opening"
00Mca,"1k6/1Pp1rqp1/p1R5/6pp/Q6P/1P6/P4PBK/3r4 b - - 5 34","e7e6 a4c4 e6c6 c4f7",2349,"crushing endgame short"
00Ksk,"6B1/ppp3p1/7k/7p/6q1/8/Pb1Q1P1P/5K2 b - - 7 34","g7g5 d2d3 h6g7 d3h7 g7f6 h7f7",2355,"crushing endgame long quietMove"
00H2L,"8/8/2p2p2/p4P1p/Pk5P/4K1P1/8/8 w - - 1 39","e3d3 c6c5 d3e2 c5c4 g3g4 h5g4",2357,"crushing endgame long pawnEndgame quietMove"
00Mf0,"2kr3r/pp1b1pq1/2n1p3/2Pp4/5Np1/1QP3P1/P4PBP/R4RK1 b - - 4 19","g7h6 f1b1 h6h2 g1f1 c6a5 b3b4",2361,"advantage long master middlegame quietMove"
00fN7,"N1bk4/pp1p1R2/5bB1/4p3/4n3/8/PB2r3/2K5 b - - 5 24","e2f2 f7f8 d8e7 f8e8 e7d6 g6e4 f2b2 c1b2",2361,"advantage fork middlegame veryLong"
00UQj,"6r1/pp1qbpk1/8/2pPp1r1/2P1Pp2/P1N2Qp1/3B2K1/R6R w - - 0 31","h1h3 d7h3 g2h3 g3g2",2363,"advancedPawn crushing master middlegame sacrifice short"
00RvC,"3r2k1/pp4q1/6P1/7Q/8/bP5P/P5P1/5R1K w - - 1 30","f1f7 g7a1 h1h2 a3d6 g2g3 d6g3 h2g2 d8d2",2364,"crushing endgame veryLong"
00V8g,"8/4k3/8/1K1n4/P7/8/1P6/8 b - - 0 57","d5c7 b5c6 e7d8 c6b7 d8d7 a4a5",2366,"crushing defensiveMove endgame knightEndgame long"
004b0,"5kB1/4b3/4P3/2p2P2/2b5/8/p7/B6K w - - 4 48","g8f7 e7g5 f5f6 g5e3 a1e5 e3f4 e5f4 a2a1q",2368,"advancedPawn bishopEndgame crushing deflection endgame promotion quietMove veryLong"
002mG,"5r1k/B1p3pp/2Qb1p2/3Pq3/P6P/8/2P3K1/3R1R2 w - - 1 36","g2f2 f8e8 c6e8 e5e8",2372,"advantage middlegame quietMove short"
006XF,"r5kr/pp1qb1p1/2p4p/3pPb1Q/3P4/2P1B3/PP4PP/R4RK1 b - - 1 17","f5e4 h5f7 g8h7 f1f6 e7f6 f7d7",2372,"advantage long middlegame pin"
00DZe,"8/5k2/7p/p1P1bPpP/Pp2P3/1P1pBK2/8/8 w - - 1 47","e3f2 g5g4 f3e3 e5d4 e3d3 d4f2",2374,"bishopEndgame crushing deflection endgame long master skewer"
00bgO,"8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46","e6d7 d5b6 d7c6 b6a4",2375,"crushing defensiveMove endgame knightEndgame master short"
00A8H,"1k6/1pb2p2/p1p1p3/2P5/PP6/1KB5/4q3/1R1R4 b - - 1 38","c7e5 d1d8 b8a7 b1e1 e2e1 c3e1",2376,"clearance crushing endgame long"
004Ys,"r4rk1/3q1pbp/p1n1p1p1/2p3NP/1p3B2/3P3Q/PPP3P1/R3R1K1 b - - 2 19","d7d4 f4e3 d4f6 e1f1 f6e5 h5g6 e5e3 h3e3",2384,"advantage defensiveMove middlegame veryLong"
005ws,"8/8/5pp1/3K3p/3N2kP/8/8/8 w - - 2 62","d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3",2385,"crushing endgame knightEndgame master masterVsMaster quietMove veryLong"
00Pgk,"r2q1rk1/pbp1bp2/1p2pn1Q/5nN1/8/P1NB4/1PP3PP/R4RK1 w - - 2 17","d3f5 d8d4 g1h1 e6f5",2386,"advantage intermezzo middlegame short"
00hJY,"3R4/5p1k/p5pp/6q1/1P4P1/P3rP1P/2Q5/6K1 w - - 0 35","d8d7 g5f4 c2f2 e3f3 f2f3 f4f3",2387,"crushing endgame long"
00APl,"3b1k2/1p4r1/p3qp1Q/8/8/3B1bP1/PP3P1P/2R3K1 b - - 0 29","d8b6 d3c4 f3d5 c4d5 e6d5 h6f6",2390,"advantage long middlegame"
001Hi,"6k1/pp1r1pp1/1qp1p2p/4P2P/5Q2/1P4R1/P1Pr1PP1/R5K1 b - - 4 23","b6d4 f4f6 d4f2 f6f2 d2f2 g1f2",2391,"advantage endgame long pin"
00KgF,"4r3/p5k1/1p5P/1P2P1K1/8/5N2/8/8 b - - 0 42","g7h7 g5h5 h7g8 f3g5 e8e5 h5g6 e5b5 h6h7",2397,"advancedPawn crushing endgame quietMove sacrifice veryLong"
01S0o,"rq3rk1/p1pn1p2/1pQ1p2p/1N2P1p1/2P3n1/8/PP3PPP/R3KB1R w KQ - 3 17","b5c7 d7e5 c6a8 b8c7 a8e4 c7c5 e4c2 f8d8",2400,"crushing defensiveMove middlegame veryLong"
00BZ6,"1r1r1bk1/3n1p1p/1qp3p1/2N1p3/PpQ1P3/4BP2/4N1PP/1R3RK1 w - - 0 24","f1c1 f8c5 e3c5 d7c5",2401,"advantage master middlegame short"
01Mct,"2r5/2pk2p1/p1Rp1p2/1P1PbPq1/4P1p1/6Qb/1PR1BP1P/6K1 w - - 1 35","g3a3 g5f4 a3g3 f4e4 c6c4 e4d5",2401,"advantage long middlegame"
00sQw,"8/8/2bk4/p3pB2/5P1p/P2KP3/8/8 w - - 1 40","d3c4 e5f4 e3f4 c6d7 f5d7 d6d7",2408,"bishopEndgame crushing endgame long"
00LRv,"5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31","f2f4 h4g3 g1h1 g3f3 c2g2 f3e3",2411,"crushing exposedKing fork long middlegame"
00R8C,"r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1r1P/5PB1/4RRK1 w - - 0 27","g2f3 f8f4 d4g7 h8h7 e1e5 d7e5 g7e5 c7e5 f1e1 f4f3",2411,"crushing fork master middlegame veryLong"
01TCa,"2n5/p1k5/7p/6p1/P1B1KpP1/5P2/7P/8 w - - 0 46","e4f5 c8d6 f5g6 d6c4 g6h6 c7d6 h6g5 d6e5",2417,"crushing defensiveMove endgame fork veryLong"
01clX,"8/8/2p2k2/1p2rp2/p2R2pP/P1P3P1/5PK1/8 b - - 2 47","e5d5 d4d5 c6d5 g2f1",2418,"crushing defensiveMove endgame rookEndgame short"
01bxe,"2r2rk1/p2R1pbp/3pB1p1/8/4P1Q1/q2P2P1/5PKP/8 b - - 0 25","h7h5 g4g6 a3c1 d7f7 f8f7 g6f7 g8h8 f7h5",2423,"crushing middlegame pin veryLong"
01WIW,"8/p7/1p3p2/4pP1p/kP2P2P/P1K5/8/8 w - - 6 45","c3b2 a7a6 b2c3 a4a3",2424,"crushing endgame master pawnEndgame quietMove short zugzwang"
010rQ,"r3kb1r/1p1b1p2/p2ppp1p/n1q2P1B/3NP3/2N3R1/P1PQ2PP/1R4K1 b kq - 0 19","a5c4 d2f2 e6e5 d4e6 c5f2 g1f2",2425,"advantage long middlegame pin quietMove"
00XPh,"2br3k/5p1p/ppn2Np1/2b1q1P1/2P1p2N/P7/1PQ1B1K1/R4R2 w - - 6 27","c2c1 c5d6 c1f4 e5f4 f1f4 d6f4",2426,"crushing long middlegame"
01StO,"r2r2k1/pp6/2p1p2Q/4qp1R/2P5/5BPP/1P3P2/6K1 b - - 1 26","g8f7 h5g5 d8h8 f3h5 f7e7 g5g7 e5g7 h6g7",2426,"clearance crushing endgame veryLong"
005YM,"5k2/p4pp1/1qn3r1/3pP2p/5P2/1NPQ4/Pr3RPP/R5K1 w - - 5 24","b3d4 b2f2 g1f2 c6d4 d3d4 b6b2",2429,"advantage long middlegame"
0122Z,"r1bqkr2/1pp3pN/p1np4/4pp2/2B1n3/P1NP3P/1PP2KP1/R1BQ3R w q - 0 11","f2e3 f5f4 e3e4 c8f5 e4f3 d8h4",2430,"advantage fork long middlegame sacrifice"
01LIb,"8/p4kp1/4r3/3R2P1/5P2/P3PQ2/4R2K/2q2r2 w - - 1 40","f3h5 f7e7 d5d7 e7d7 h5f7 d7d6",2431,"advantage defensiveMove endgame long"
01Wye,"8/7P/8/2k1b3/2P1Pp2/1p3K2/8/3N4 w - - 1 59","f3g4 c5c4 g4f5 c4d4 h7h8q e5h8",2431,"crushing endgame long"
00FGc,"1r4k1/5p2/2q3bp/4R3/p1r5/P1N5/1PP1Q2P/1KR5 w - - 2 33","b1a2 c4c3 b2c3 f7f6",2438,"advantage middlegame sacrifice short"
00pXW,"r2qr1k1/3n1pp1/p2bp2p/1p1b2NQ/5P2/3BB3/PPP3PP/R4RK1 b - - 1 17","h6g5 f4g5 f7f5 g5f6 d7f6 f1f6",2439,"advantage enPassant long middlegame"
004sg,"6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38","b4c5 c4d2 c5c6 d6d5 g5g6 e7d6",2440,"advantage clearance endgame hangingPiece long quietMove"
00lhJ,"3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32","d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5",2446,"crushing fork middlegame veryLong"
01V9z,"8/5k1p/5p2/3pbP2/3B3P/5K2/1P6/8 w - - 5 32","d4c3 e5c3 b2c3 h7h5",2446,"bishopEndgame crushing defensiveMove endgame master short"
0125B,"8/1p6/1Pr2P2/1Rp3K1/3p4/4k3/8/8 b - - 0 44","c6f6 g5f6 c5c4 b5e5",2448,"crushing endgame hangingPiece rookEndgame short"
01398,"1kr5/pp2b3/B1p1p3/B1P1Np1p/3P1P1q/1P5b/1PR2RPP/6K1 b - - 0 27","b7a6 g2g3 c8g8 g1h1 h4g4 e5g4",2449,"advantage long middlegame"
01M07,"1r6/2p4p/2r5/kN1p2p1/P4p2/2PRnP2/3R2PP/6K1 b - - 6 36","a5a4 b5d4 b8b1 g1f2 c6c3 d3c3 e3d1 d2d1",2449,"advantage endgame veryLong"
01Wbh,"5r1k/ppp1q2p/8/3BnQ2/4p1n1/2N3K1/PPP2PP1/R4R2 w - - 1 21","f5e4 e7g7 f2f3 g4f6",2451,"advantage discoveredAttack discoveredCheck middlegame quietMove short"
00TEQ,"r3k1nr/1bq2ppp/p2p4/1p2p1NQ/3nP3/1BN4P/PP3PP1/R2R2K1 b kq - 2 15","g8f6 h5f7 c7f7 g5f7",2454,"advantage attackingF2F7 middlegame short"
01Vt6,"8/7p/K1k1p1p1/p1p5/5PP1/1P5P/P7/8 w - - 2 34","a6a5 g6g5 f4f5 e6f5",2455,"crushing endgame pawnEndgame short"
00NGM,"3k1rr1/pR1b3Q/2pqp3/8/N2P4/8/5PB1/R4K2 w - - 5 34","b7a7 f8f2 f1e1 d6b4 a4c3 b4c3 e1f2 c3d4 f2f1 g8f8",2458,"crushing middlegame veryLong"
00f79,"3r1rk1/1p2q1pp/p1b2n2/2p1p3/P1P1N2P/1P2QNP1/2PR1P2/2K4R w - - 2 19","e4f6 e7f6 h1d1 e5e4 c1b1 e4f3 d2d8 f8d8 d1d8 f6d8",2461,"crushing middlegame veryLong"
002LW,"3r1rk1/1b1n1pp1/3p4/p4PPQ/4P3/3q1BN1/8/2R2RK1 b - - 1 28","d7e5 f5f6 e5f3 f1f3",2464,"advantage middlegame short"
01SWp,"r1b5/5pk1/1p1qpnp1/2ppN2r/1p1P3P/1B1Q4/PPP2P2/2K3RR b - - 1 22","c5c4 g1g6 g7f8 d3g3 c4b3 g6f6",2465,"advantage long master middlegame quietMove"
00CbV,"2r3k1/5p2/p3p1nQ/3pPP2/2qN4/2b3BP/7K/4R3 b - - 0 33","c3e1 f5f6 e1g3 h2g3 c4d3 d4f3 d3f3 g3f3 g6h4 h6h4",2466,"crushing middlegame veryLong"
00Xop,"r2q1rk1/2p2nbp/1B1p2p1/4p1N1/4P1P1/1bN4P/PP1Q1P2/2KR3R w - - 0 18","b6c7 d8c7 a2b3 f7g5",2470,"crushing hangingPiece master middlegame short"
00gbj,"8/8/8/3k2K1/6nP/6P1/8/8 b - - 4 57","g4e5 g5f5 e5c4 h4h5 c4d6 f5g6",2470,"crushing defensiveMove endgame knightEndgame long quietMove"
01PES,"6rk/1RQ3b1/8/3Pp2p/2P1Pp1q/r1N2PpP/8/5BRK w - - 0 31","c3b5 a3f3 f1g2 f3f2 g1a1 f4f3",2472,"crushing long middlegame"
00q7B,"Q6r/p1pqk1bp/3ppnp1/2n5/4P3/2N2N2/PB3PPP/R3R1K1 w - - 2 15","e4e5 h8a8 e5f6 e7f6 c3e4 f6f7 e4c5 d6c5",2473,"advantage middlegame veryLong"
01eNq,"r7/pb1pq1k1/1p3Rp1/3pr3/8/8/PPP2QPP/5R1K b - - 5 23","e5f5 f6f5 g6f5 f2g3 g7h8 f1f5 a8e8 f5h5",2474,"advantage discoveredAttack middlegame veryLong"
00bmj,"r2q1k1r/p1p2ppp/1p6/8/3n2b1/1Q3NP1/PP1N1PP1/3RKB1R w K - 2 15","b3b4 c7c5 b4c4 d8e7 f1e2 b6b5 c4d3 g4f5 d3d4 c5d4",2476,"advantage defensiveMove opening pin veryLong"
01iTZ,"r2b1r1k/p2bqppp/3N4/1N6/1P1nBP2/P1Pn3P/6P1/R2Q1RK1 w - - 0 24","c3d4 d7b5 d1h5 f7f5",2476,"advantage opening short"
019vo,"8/5ppp/8/5KPP/5P2/4k3/8/8 b - - 0 41","e3f3 h5h6 g7h6 g5h6 f3g3 f5g5",2478,"crushing defensiveMove endgame long pawnEndgame zugzwang"
00pqF,"4R3/R6p/Pp1q2pk/1Pp2r2/3r4/3P1p1P/2P2PK1/4Q3 w - - 0 43","g2h1 d4h4 e1e3 d6f4 e3f4 f5f4 h1g1 h4h3 e8e4 f4f5 e4g4 f5e5 g1f1 e5e2 g4g3 h3h1",2479,"advantage defensiveMove endgame master quietMove veryLong"
01JtE,"8/8/R7/8/6P1/1k5K/p3r3/8 w - - 1 53","h3h4 e2e1 a6a2 b3a2",2480,"crushing endgame master quietMove rookEndgame short"
00wau,"r5k1/p2Q1pbp/1p4p1/8/5B2/1q5P/3R1PPK/8 b - - 1 26","g7c3 d7c6 c3d2 c6a8 g8g7 f4d2",2482,"advantage endgame long"
00GuG,"2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63","c8c6 g6f5 b6c5 h7h5",2484,"advantage defensiveMove endgame master short"
01jGY,"8/6p1/6pp/3RP3/2p3PP/2Pk4/6r1/4K3 b - - 0 54","d3c3 e5e6 g2g1 e1e2 g1g4 d5e5",2485,"advantage defensiveMove endgame long rookEndgame"
01MLC,"8/4kp2/4p1pp/1r2P2P/1P3PK1/8/8/1R6 b - - 0 39","f7f6 h5g6 f6e5 g4h5 e5f4 h5h6 f4f3 g6g7 e7f7 b1f1",2486,"advancedPawn crushing endgame rookEndgame veryLong"
01LSB,"8/8/p3k1p1/Pp1pB3/3PnK2/1P6/6P1/8 w - - 2 38","b3b4 e4f2 e5c7 f2d3",2488,"crushing endgame master masterVsMaster quietMove short"
00mST,"r4r2/ppk4p/n2N2p1/2p5/4Pb2/2P4P/PP2B2R/1K1R4 w - - 0 25","e4e5 f4h2 d6b5 c7b6 d1d6 b6a5 b5a3 f8f4",2494,"crushing defensiveMove hangingPiece middlegame veryLong"
00GHw,"r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21","f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7",2496,"advantage middlegame veryLong"
00P45,"3r1r2/p1p2p1k/1p2pPpp/7P/3qBQ2/8/PPP3P1/5R1K b - - 0 27","e6e5 h5g6 f7g6 f4g4 f8f6 f1f6 d4d1 g4d1 d8d1 h1h2",2496,"advantage endgame veryLong"
00bQR,"2r4r/pp1k1ppp/1q2p3/3pP3/Pb1n4/1P1Q4/3B1PPP/RN3RK1 b - - 5 15","c8c2 a4a5 b6c5 d2b4 c5b4 a1a4",2496,"advantage long middlegame"
00zu9,"8/1p3p2/4p1k1/P2pPpPp/1p1P3K/1P5P/5P2/8 w - - 8 43","f2f3 f5f4 a5a6 f7f6 e5f6 b7a6",2497,"crushing endgame long master pawnEndgame quietMove zugzwang"
00H5n,"8/5Rpk/3p3p/p1qPp3/P3n3/5N1P/1Q3PPK/2r5 b - - 0 35","e4f2 b2b7 c1h1 h2g3 f2e4 g3g4 e4f6 f7f6 c5b4 b7b4",2498,"advantage endgame pin quietMove veryLong"
01Bxs,"r2q1rk1/3b1pbp/pppQ4/2B2P2/6n1/1BN5/PPP3PP/R4RK1 w - - 0 17","c5d4 d8b8 b3f7 f8f7 d6b8 a8b8",2498,"advantage long middlegame"
00KNB,"2rr2k1/5p2/4p2p/4N1pQ/1p3P2/4P3/np3P1P/2q2BRK b - - 1 32","c8c7 h5h6 b2b1q h6g5",2499,"crushing kingsideAttack master middlegame pin short"
002e8,"r3nrk1/1b3pp1/4pb2/p3q3/1p1N4/3B2R1/PPPQN2P/1K4R1 b - - 1 23","a8d8 d2h6 g7g6 g3h3",2504,"crushing defensiveMove master middlegame pin short"
00EUu,"8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62","h1h6 g6h6 c2c1q g4g5 c1c6 h6g7",2505,"crushing defensiveMove endgame long"
00RPk,"8/2p5/5ppp/1PkP4/p4PPP/P1K5/8/8 b - - 0 39","c5b5 c3d4 c7c5 d5c6 b5c6 d4c4",2509,"advantage defensiveMove enPassant endgame long pawnEndgame"
01fEB,"r4rk1/3b2pp/8/p3Qp2/1pqP4/8/PP4PP/1B2RRK1 w - - 4 22","b1f5 a8e8 e5f4 f8f5 e1e8 g8f7 e8e5 f5f4",2516,"crushing middlegame sacrifice veryLong"
01W7X,"8/1R6/p1r1k3/2P2p2/1P6/1K6/3R4/r7 b - - 2 48","a6a5 d2e2 e6f6 b7b6",2518,"crushing endgame rookEndgame short"
01Ot9,"8/8/5p2/5r1k/6Rp/5P2/4KP2/8 w - - 3 58","e2e3 f5e5 e3d3 e5g5 g4b4 h4h3",2521,"crushing endgame long rookEndgame"
00BKa,"5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16","f8c8 c7c8 d7c8 c1a2 b1d1 e1d1",2525,"advantage long middlegame"
00h8X,"r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17","e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6",2532,"advantage deflection exposedKing fork middlegame veryLong"
011jz,"2rrk3/p1p2p2/1p3P2/2p1P1PR/7p/1P6/P5P1/6K1 b - - 0 32","d8d5 h5h8 e8d7 h8c8 d7c8 e5e6",2535,"advantage endgame long rookEndgame"
00Kip,"8/6pp/8/3k4/2p2PPP/2K5/8/8 w - - 1 50","f4f5 d5e5 h4h5 h7h6 g4g5 h6g5",2536,"crushing endgame long pawnEndgame quietMove"
00L53,"3q2k1/Qp4pp/3r4/P7/8/1P6/3p1PPP/3R2K1 w - - 0 35","a7b7 d6e6 b7b4 d8d4 b4b8 g8f7 b8b7 f7g6 g2g3 e6e1",2536,"clearance crushing defensiveMove endgame quietMove veryLong"
012Fl,"2b2k1r/2q2p2/p1p2PpP/4p3/2r1B3/5Q2/P1P4P/R2R3K b - - 0 24","h8h6 f3e3 h6h2 h1h2",2537,"crushing master middlegame short"
01LYN,"r1b2r2/pp3pk1/2p1p1p1/4qnBp/2B5/2P2Q2/PP3PPP/R4RK1 b - - 0 16","f5d6 g5f4 e5c5 b2b4 c5c4 f4d6",2537,"advantage long middlegame"
01Pkf,"r2q1rk1/3pb1pp/1p1Npn2/pB2B3/3P3P/PQ6/1P3Pb1/R3K1R1 b Q - 1 20","g2d5 b3g3 g7g6 b5d3 e7d6 d3g6",2540,"crushing long middlegame sacrifice"
00spT,"1r4k1/2p1q1pp/pnQ5/4p3/2P5/N2B4/PP3rPP/2K1R2R w - - 0 20","h1f1 e7g5 c1b1 f2b2 b1a1 g5d2",2541,"crushing long middlegame queensideAttack"
01jUM,"1Q6/5p1k/1P6/3q4/6p1/8/6PK/8 b - - 0 42","f7f5 b8c7 h7g6 b6b7 f5f4 c7c2",2543,"advancedPawn crushing endgame long queenEndgame"
006NL,"1r6/k2qn1b1/p1b1p1p1/2PpPpN1/2nN1P1P/p4B2/1PP2Q2/1K1R3R w - - 0 32","d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5",2545,"advancedPawn advantage middlegame pin veryLong"
01YTQ,"8/6p1/2k4p/p1r5/3K4/1P1R1P1P/8/8 w - - 12 46","d3c3 c5c3 d4c3 g7g5",2550,"crushing defensiveMove endgame rookEndgame short"
00rnW,"4r1k1/1rp2ppp/5q2/2p5/8/P2P4/R2Q1PPP/2R3K1 w - - 6 24","c1c5 b7b1 c5c1 e8e2 d2e2 b1c1",2553,"crushing deflection endgame long pin"
